#{"t_start": 1777396576.1034884, "env_id": "None"}
r,l,t
-3.318677,100,397.939487
-10.39447,100,400.313822
-11.162777,100,400.620309
-4.319062,100,400.92573
-9.307214,100,401.236308
-6.29649,100,401.555631
-10.072755,100,401.879597
-3.710734,100,402.195662
-6.328305,100,402.521416
-11.367536,100,402.842744
-8.84654,100,403.162972
-6.98261,100,403.480479
-5.510493,100,403.814531
-7.817075,100,404.154403
-6.684431,100,404.478282
-9.787548,100,404.812985
-6.610791,100,405.143303
-7.442158,100,405.475925
-2.926567,100,405.819696
-5.792099,100,406.163907
-3.342121,100,406.495721
-6.418323,100,408.804509
-8.770737,100,409.10676
-3.558063,100,409.404097
-4.01026,100,409.704375
-8.203941,100,410.010971
-9.750278,100,410.330329
-5.692633,100,410.647917
-3.740104,100,410.973758
-8.218726,100,411.294915
-8.867669,100,411.611669
-5.96602,100,411.941551
-4.366237,100,412.275478
-6.800727,100,412.597999
-8.938322,100,412.927404
-7.311413,100,413.262648
-7.875172,100,413.58574
-4.513398,100,413.914947
-9.194676,100,414.261748
-6.22062,100,414.605327
-5.187502,100,414.940299
-6.056182,100,415.280749
-5.674315,100,417.582763
-7.095586,100,417.888179
-7.000266,100,418.191753
-8.71348,100,418.510666
-6.986852,100,418.813087
-7.862997,100,419.126464
-10.379873,100,419.518266
-6.374994,100,419.895938
-8.611244,100,420.224331
-1.973387,100,420.565844
-10.538488,100,421.055238
-4.266291,100,421.495545
-3.232484,100,421.971626
-8.830932,100,422.488581
-1.61211,100,422.827895
-9.617042,100,423.330733
-5.786711,100,423.84299
-8.917535,100,424.208492
-3.528734,100,424.629513
-8.672866,100,424.974301
